UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Load,Wear_Stress,Wear_Heat
9144,L56323,L,297.6,308.5,1452,42.6,116,0,0,0,0,0,0,10.899999999999977,61855.200000000004,4941.6,35786.0
9145,M24004,M,297.5,308.5,1447,41.6,118,0,0,0,0,0,0,11.0,60195.200000000004,4908.8,36403.0
9146,L56325,L,297.6,308.5,1574,37.1,121,0,0,0,0,0,0,10.899999999999977,58395.4,4489.1,37328.5
9147,L56326,L,297.6,308.6,1528,40.0,123,0,0,0,0,0,0,11.0,61120.0,4920.0,37957.8
9148,L56327,L,297.7,308.7,1688,27.2,125,0,0,0,0,0,0,11.0,45913.6,3400.0,38587.5
9149,L56328,L,297.6,308.6,1393,40.4,127,0,0,0,0,0,0,11.0,56277.2,5130.8,39192.200000000004
9150,M24009,M,297.5,308.6,1429,50.5,129,0,0,0,0,0,0,11.100000000000023,72164.5,6514.5,39809.4
9151,M24010,M,297.5,308.6,1347,57.0,132,0,0,0,0,0,0,11.100000000000023,76779.0,7524.0,40735.200000000004
9152,L56331,L,297.6,308.6,1553,40.5,135,0,0,0,0,0,0,11.0,62896.5,5467.5,41661.0
9153,L56332,L,297.5,308.6,1260,53.6,137,0,0,0,0,0,0,11.100000000000023,67536.0,7343.2,42278.200000000004
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0,0,0,0,0,11.100000000000023,52254.799999999996,4698.2,42895.4
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0,0,0,0,0,11.100000000000023,57456.0,5076.0,43512.600000000006
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0,0,0,0,0,11.0,76916.0,8208.199999999999,44115.5
9157,M24016,M,297.5,308.4,1369,54.8,145,0,0,0,0,0,0,10.899999999999977,75021.2,7946.0,44718.0
9158,L56337,L,297.5,308.5,1462,52.3,148,0,0,0,0,0,0,11.0,76462.59999999999,7740.4,45658.0
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0,11.0,68699.40000000001,6930.0,46260.0
9160,M24019,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,0,11.100000000000023,53605.0,5502.5,47833.0
9161,H38574,H,297.5,308.5,1671,28.0,158,0,0,0,0,0,0,11.0,46788.0,4424.0,48743.0
9162,M24021,M,297.5,308.5,1612,30.0,163,0,0,0,0,0,0,11.0,48360.0,4890.0,50285.5
9163,M24022,M,297.6,308.6,1509,39.7,166,0,0,0,0,0,0,11.0,59907.3,6590.200000000001,51227.600000000006
9164,L56343,L,297.6,308.6,1415,47.3,169,0,0,0,0,0,0,11.0,66929.5,7993.7,52153.4
9165,L56344,L,297.6,308.6,2384,14.4,171,0,0,0,0,0,0,11.0,34329.6,2462.4,52770.600000000006
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0,0,0,0,0,11.0,82742.4,10795.199999999999,53387.8
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0,0,0,0,0,11.0,74226.0,9345.0,54005.00000000001
9168,M24027,M,297.6,308.7,1392,41.2,178,0,0,0,0,0,0,11.099999999999966,57350.4,7333.6,54948.6
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0,11.199999999999989,61494.0,8036.4,55892.8
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0,0,0,0,0,11.100000000000023,46452.0,4557.0,57436.8
9171,L56350,L,297.7,308.7,1474,46.8,188,0,0,0,0,0,0,11.0,68983.2,8798.4,58035.6
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0,0,0,0,0,11.100000000000023,63292.8,8664.0,58672.0
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0,0,0,0,0,11.199999999999989,46648.0,5249.599999999999,59617.7
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0,11.099999999999966,53130.00000000001,6279.000000000001,60235.49999999999
9175,L56354,L,297.8,308.9,1871,25.6,200,1,1,0,0,0,0,11.099999999999966,47897.600000000006,5120.0,61779.99999999999
9176,L56355,L,297.8,309.0,1403,64.2,0,1,0,0,1,0,0,11.199999999999989,90072.6,0.0,0.0
9177,L56356,L,297.8,308.9,1518,40.4,2,0,0,0,0,0,0,11.099999999999966,61327.2,80.8,617.8
9178,L56357,L,297.9,309.1,1504,43.0,4,0,0,0,0,0,0,11.200000000000045,64672.0,172.0,1236.4
9179,L56358,L,297.8,309.0,1340,56.9,6,0,0,0,0,0,0,11.199999999999989,76246.0,341.4,1854.0
9180,H38593,H,297.9,309.1,1435,44.7,8,0,0,0,0,0,0,11.200000000000045,64144.50000000001,357.6,2472.8
9181,L56360,L,297.9,309.1,1507,36.9,13,0,0,0,0,0,0,11.200000000000045,55608.299999999996,479.7,4018.3
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,0,11.200000000000045,54908.1,541.5,4636.5
9183,M24042,M,297.8,309.0,1576,45.0,17,0,0,0,0,0,0,11.199999999999989,70920.0,765.0,5253.0
9184,L56363,L,297.9,309.1,1543,36.6,20,0,0,0,0,0,0,11.200000000000045,56473.8,732.0,6182.0
9185,L56364,L,298.0,309.2,1665,36.6,22,0,0,0,0,0,0,11.199999999999989,60939.0,805.2,6802.4
9186,L56365,L,297.9,309.1,1442,50.3,24,0,0,0,0,0,0,11.200000000000045,72532.59999999999,1207.1999999999998,7418.400000000001
9187,L56366,L,297.9,309.0,1629,29.0,26,0,0,0,0,0,0,11.100000000000023,47241.0,754.0,8034.0
9188,L56367,L,297.9,309.0,1379,47.3,28,0,0,0,0,0,0,11.100000000000023,65226.7,1324.3999999999999,8652.0
9189,L56368,L,297.9,309.0,1502,40.2,30,0,0,0,0,0,0,11.100000000000023,60380.4,1206.0,9270.0
9190,L56369,L,297.9,309.1,1595,32.0,32,0,0,0,0,0,0,11.200000000000045,51040.0,1024.0,9891.2
9191,M24050,M,298.0,309.0,1439,38.5,34,0,0,0,0,0,0,11.0,55401.5,1309.0,10506.0
9192,M24051,M,297.9,309.0,1970,21.6,37,0,0,0,0,0,0,11.100000000000023,42552.0,799.2,11433.0
9193,L56372,L,297.9,309.0,1562,35.8,40,0,0,0,0,0,0,11.100000000000023,55919.6,1432.0,12360.0
9194,M24053,M,297.9,309.0,1530,40.9,42,0,0,0,0,0,0,11.100000000000023,62577.0,1717.8,12978.0
9195,L56374,L,297.9,308.9,1393,40.6,45,0,0,0,0,0,0,11.0,56555.8,1827.0,13900.499999999998
9196,L56375,L,297.9,309.0,1532,37.6,47,0,0,0,0,0,0,11.100000000000023,57603.200000000004,1767.2,14523.0
9197,L56376,L,298.0,308.9,1607,37.7,49,0,0,0,0,0,0,10.899999999999977,60583.9,1847.3000000000002,15136.099999999999
9198,M24057,M,297.9,308.8,1469,49.0,51,0,0,0,0,0,0,10.900000000000034,71981.0,2499.0,15748.800000000001
9199,M24058,M,297.9,308.8,1538,37.6,54,0,0,0,0,0,0,10.900000000000034,57828.8,2030.4,16675.2
9200,L56379,L,297.9,308.8,1613,31.4,57,0,0,0,0,0,0,10.900000000000034,50648.2,1789.8,17601.600000000002
9201,M24060,M,297.9,308.8,1602,32.1,59,0,0,0,0,0,0,10.900000000000034,51424.200000000004,1893.9,18219.2
9202,L56381,L,297.8,308.7,1404,44.2,62,0,0,0,0,0,0,10.899999999999977,62056.8,2740.4,19139.399999999998
9203,L56382,L,297.8,308.8,1548,36.9,64,0,0,0,0,0,0,11.0,57121.2,2361.6,19763.2
9204,L56383,L,297.8,308.8,1559,35.2,66,0,0,0,0,0,0,11.0,54876.8,2323.2000000000003,20380.8
9205,L56384,L,297.8,308.8,1621,36.1,68,0,0,0,0,0,0,11.0,58518.100000000006,2454.8,20998.4
9206,L56385,L,297.8,308.8,1579,32.9,70,0,0,0,0,0,0,11.0,51949.1,2303.0,21616.0
9207,M24066,M,297.9,308.9,1547,44.0,72,0,0,0,0,0,0,11.0,68068.0,3168.0,22240.8
9208,L56387,L,297.9,308.8,1386,48.6,75,0,0,0,0,0,0,10.900000000000034,67359.6,3645.0,23160.0
9209,L56388,L,298.0,308.9,1406,40.9,77,0,0,0,0,0,0,10.899999999999977,57505.4,3149.2999999999997,23785.3
9210,M24069,M,298.0,309.0,1393,55.9,79,0,0,0,0,0,0,11.0,77868.7,4416.099999999999,24411.0
9211,M24070,M,297.9,309.0,2456,13.9,82,0,0,0,0,0,0,11.100000000000023,34138.4,1139.8,25338.0
9212,M24071,M,298.0,309.0,1409,49.1,85,0,0,0,0,0,0,11.0,69181.90000000001,4173.5,26265.0
9213,L56392,L,298.0,308.9,1390,53.9,88,0,0,0,0,0,0,10.899999999999977,74921.0,4743.2,27183.199999999997
9214,L56393,L,298.0,309.0,1679,32.4,90,0,0,0,0,0,0,11.0,54399.6,2916.0,27810.0
9215,L56394,L,298.0,308.9,1508,37.1,92,0,0,0,0,0,0,10.899999999999977,55946.8,3413.2000000000003,28418.8
9216,L56395,L,297.9,308.8,1681,31.7,94,0,0,0,0,0,0,10.900000000000034,53287.7,2979.7999999999997,29027.2
9217,H38630,H,297.7,308.8,1469,43.7,96,0,0,0,0,0,0,11.100000000000023,64195.3,4195.200000000001,29644.800000000003
9218,L56397,L,297.8,308.8,1421,49.6,101,0,0,0,0,0,0,11.0,70481.6,5009.6,31188.800000000003
9219,L56398,L,297.7,308.8,1354,50.2,103,0,0,0,0,0,0,11.100000000000023,67970.8,5170.6,31806.4
9220,M24079,M,297.7,308.8,1350,57.0,105,0,0,0,0,0,0,11.100000000000023,76950.0,5985.0,32424.0
9221,L56400,L,297.8,308.9,1282,58.1,108,0,0,0,0,0,0,11.099999999999966,74484.2,6274.8,33361.2
9222,M24081,M,297.8,309.0,1675,30.0,110,0,0,0,0,0,0,11.199999999999989,50250.0,3300.0,33990.0
9223,M24082,M,297.9,309.0,1525,38.5,113,0,0,0,0,0,0,11.100000000000023,58712.5,4350.5,34917.0
9224,L56403,L,297.9,309.0,1382,43.9,116,0,0,0,0,0,0,11.100000000000023,60669.799999999996,5092.4,35844.0
9225,L56404,L,297.9,309.0,1450,46.8,118,0,0,0,0,0,0,11.100000000000023,67860.0,5522.4,36462.0
9226,L56405,L,298.0,309.1,1820,23.6,120,0,0,0,0,0,0,11.100000000000023,42952.0,2832.0,37092.0
9227,L56406,L,298.0,309.1,1822,23.5,122,0,0,0,0,0,0,11.100000000000023,42817.0,2867.0,37710.200000000004
9228,L56407,L,298.0,309.1,1473,44.3,124,0,0,0,0,0,0,11.100000000000023,65253.899999999994,5493.2,38328.4
9229,M24088,M,298.1,309.1,1572,37.5,126,0,0,0,0,0,0,11.0,58950.0,4725.0,38946.600000000006
9230,M24089,M,298.1,309.0,2042,17.8,129,0,0,0,0,0,0,10.899999999999977,36347.6,2296.2000000000003,39861.0
9231,L56410,L,298.2,309.2,1922,22.6,132,0,0,0,0,0,0,11.0,43437.200000000004,2983.2000000000003,40814.4
9232,L56411,L,298.2,309.1,1539,36.5,134,0,0,0,0,0,0,10.900000000000034,56173.5,4891.0,41419.4
9233,L56412,L,298.2,309.1,1350,52.0,136,0,0,0,0,0,0,10.900000000000034,70200.0,7072.0,42037.600000000006
9234,L56413,L,298.3,309.1,1403,45.1,138,0,0,0,0,0,0,10.800000000000011,63275.3,6223.8,42655.8
9235,L56414,L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0,10.800000000000011,38651.200000000004,2842.0,43274.0
9236,M24095,M,298.2,308.9,1592,35.2,142,0,0,0,0,0,0,10.699999999999989,56038.4,4998.400000000001,43863.799999999996
9237,L56416,L,298.1,308.7,1556,31.6,145,0,0,0,0,0,0,10.599999999999966,49169.600000000006,4582.0,44761.5
9238,M24097,M,298.1,308.8,1811,25.4,147,0,0,0,0,0,0,10.699999999999989,45999.399999999994,3733.7999999999997,45393.6
9239,M24098,M,298.2,308.8,1456,41.2,150,0,0,0,0,0,0,10.600000000000023,59987.200000000004,6180.0,46320.0
9240,H38653,H,298.2,308.8,1436,51.9,153,0,0,0,0,0,0,10.600000000000023,74528.4,7940.7,47246.4
9241,M24100,M,298.1,308.7,1362,49.6,158,0,0,0,0,0,0,10.599999999999966,67555.2,7836.8,48774.6
9242,L56421,L,298.1,308.7,1683,29.1,161,0,0,0,0,0,0,10.599999999999966,48975.3,4685.1,49700.7
9243,M24102,M,298.2,308.7,1269,60.9,163,0,0,0,0,0,0,10.5,77282.09999999999,9926.699999999999,50318.1
9244,L56423,L,298.3,308.8,1454,49.0,166,0,0,0,0,0,0,10.5,71246.0,8134.0,51260.8
9245,L56424,L,298.3,308.8,1767,27.3,168,0,0,0,0,0,0,10.5,48239.1,4586.400000000001,51878.4
9246,L56425,L,298.3,308.9,1708,27.3,170,0,0,0,0,0,0,10.599999999999966,46628.4,4641.0,52512.99999999999
9247,L56426,L,298.3,308.9,1862,27.0,172,0,0,0,0,0,0,10.599999999999966,50274.0,4644.0,53130.799999999996
9248,L56427,L,298.3,308.9,1695,30.7,174,0,0,0,0,0,0,10.599999999999966,52036.5,5341.8,53748.6
9249,M24108,M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0,10.800000000000011,60412.8,7145.6,54401.600000000006
9250,L56429,L,298.3,309.0,1657,32.2,179,0,0,0,0,0,0,10.699999999999989,53355.4,5763.8,55311.0
9251,H38664,H,298.3,309.0,1823,25.9,181,0,0,0,0,0,0,10.699999999999989,47215.7,4687.9,55929.0
9252,M24111,M,298.2,309.1,1651,28.8,186,0,0,0,0,0,0,10.900000000000034,47548.8,5356.8,57492.600000000006
9253,M24112,M,298.1,309.0,1533,36.1,189,0,0,0,0,0,0,10.899999999999977,55341.3,6822.900000000001,58401.0
9254,M24113,M,298.2,309.0,1508,40.5,192,0,0,0,0,0,0,10.800000000000011,61074.0,7776.0,59328.0
9255,L56434,L,298.3,309.1,1616,31.1,195,0,0,0,0,0,0,10.800000000000011,50257.600000000006,6064.5,60274.50000000001
9256,L56435,L,298.2,309.0,1651,31.5,197,0,0,0,0,0,0,10.800000000000011,52006.5,6205.5,60873.0
9257,L56436,L,298.2,309.1,1569,35.2,199,0,0,0,0,0,0,10.900000000000034,55228.8,7004.8,61510.9
9258,M24117,M,298.3,309.1,1296,58.7,201,0,0,0,0,0,0,10.800000000000011,76075.2,11798.7,62129.100000000006
9259,H38672,H,298.3,309.0,1379,43.2,0,0,0,0,0,0,0,10.699999999999989,59572.8,0.0,0.0
9260,M24119,M,298.2,309.0,1694,28.0,5,0,0,0,0,0,0,10.800000000000011,47432.0,140.0,1545.0
9261,L56440,L,298.2,309.0,1377,57.8,8,0,0,0,0,0,0,10.800000000000011,79590.59999999999,462.4,2472.0
9262,H38675,H,298.3,309.0,1470,38.4,10,0,0,0,0,0,0,10.699999999999989,56448.0,384.0,3090.0
9263,M24122,M,298.3,309.1,1404,47.0,15,0,0,0,0,0,0,10.800000000000011,65988.0,705.0,4636.5
9264,L56443,L,298.3,309.1,1593,40.1,18,0,0,0,0,0,0,10.800000000000011,63879.3,721.8000000000001,5563.8
9265,M24124,M,298.3,309.0,1526,36.9,20,0,0,0,0,0,0,10.699999999999989,56309.4,738.0,6180.0
9266,M24125,M,298.3,308.9,1390,49.7,23,0,0,0,0,0,0,10.599999999999966,69083.0,1143.1000000000001,7104.7
9267,L56446,L,298.2,308.9,1737,25.5,26,0,0,0,0,0,0,10.699999999999989,44293.5,663.0,8031.4
9268,L56447,L,298.2,308.8,1362,57.3,28,0,0,0,0,0,0,10.600000000000023,78042.59999999999,1604.3999999999999,8646.4
9269,L56448,L,298.2,308.8,1666,31.5,30,0,0,0,0,0,0,10.600000000000023,52479.0,945.0,9264.0
9270,L56449,L,298.2,308.8,1354,60.9,32,0,0,0,0,0,0,10.600000000000023,82458.59999999999,1948.8,9881.6
9271,L56450,L,298.2,308.8,1302,60.4,34,0,0,0,0,0,0,10.600000000000023,78640.8,2053.6,10499.2
9272,L56451,L,298.2,308.7,1991,20.5,36,0,0,0,0,0,0,10.5,40815.5,738.0,11113.199999999999
9273,L56452,L,298.2,308.6,1353,54.1,38,0,0,0,0,0,0,10.400000000000034,73197.3,2055.8,11726.800000000001
9274,H38687,H,298.2,308.7,1520,35.7,40,0,0,0,0,0,0,10.5,54264.00000000001,1428.0,12348.0
9275,L56454,L,298.2,308.7,1428,54.9,45,0,0,0,0,0,0,10.5,78397.2,2470.5,13891.5
9276,L56455,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0,10.5,47187.0,1381.8,14508.9
9277,L56456,L,298.1,308.7,1691,30.3,49,0,0,0,0,0,0,10.599999999999966,51237.3,1484.7,15126.3
9278,L56457,L,298.2,308.7,1447,48.4,51,0,0,0,0,0,0,10.5,70034.8,2468.4,15743.699999999999
9279,H38692,H,298.2,308.8,1606,39.9,53,0,0,0,0,0,0,10.600000000000023,64079.399999999994,2114.7,16366.400000000001
9280,M24139,M,298.2,308.8,1645,28.2,58,0,0,0,0,0,0,10.600000000000023,46389.0,1635.6,17910.4
9281,H38694,H,298.2,308.8,1470,43.3,61,0,0,0,0,0,0,10.600000000000023,63650.99999999999,2641.2999999999997,18836.8
9282,L56461,L,298.2,308.9,1336,45.0,66,0,0,0,0,0,0,10.699999999999989,60120.0,2970.0,20387.399999999998
9283,M24142,M,298.2,308.9,1414,44.3,68,0,0,0,0,0,0,10.699999999999989,62640.2,3012.3999999999996,21005.199999999997
9284,M24143,M,298.3,309.0,1802,27.5,71,0,0,0,0,0,0,10.699999999999989,49555.0,1952.5,21939.0
9285,L56464,L,298.2,308.9,1683,31.7,74,0,0,0,0,0,0,10.699999999999989,53351.1,2345.7999999999997,22858.6
9286,M24145,M,298.2,309.0,1410,47.6,76,0,0,0,0,0,0,10.800000000000011,67116.0,3617.6,23484.0
9287,L56466,L,298.2,308.9,1605,32.0,79,0,0,0,0,0,0,10.699999999999989,51360.0,2528.0,24403.1
9288,L56467,L,298.2,308.9,1709,28.1,81,0,0,0,0,0,0,10.699999999999989,48022.9,2276.1,25020.899999999998
9289,L56468,L,298.2,308.9,1444,53.1,83,0,0,0,0,0,0,10.699999999999989,76676.40000000001,4407.3,25638.699999999997
9290,L56469,L,298.2,308.9,1367,45.0,85,0,0,0,0,0,0,10.699999999999989,61515.0,3825.0,26256.499999999996
9291,L56470,L,298.2,309.0,1418,44.2,87,0,0,0,0,0,0,10.800000000000011,62675.600000000006,3845.4,26883.0
9292,L56471,L,298.2,309.0,1353,57.8,89,0,0,0,0,0,0,10.800000000000011,78203.4,5144.2,27501.0
9293,L56472,L,298.2,309.0,1643,34.1,91,0,0,0,0,0,0,10.800000000000011,56026.3,3103.1,28119.0
9294,L56473,L,298.3,309.1,1437,38.0,93,0,0,0,0,0,0,10.800000000000011,54606.0,3534.0,28746.300000000003
9295,L56474,L,298.1,309.0,1437,36.2,95,0,0,0,0,0,0,10.899999999999977,52019.4,3439.0000000000005,29355.0
9296,M24155,M,298.2,309.0,1413,47.9,97,0,0,0,0,0,0,10.800000000000011,67682.7,4646.3,29973.0
9297,H38710,H,298.2,309.0,1524,39.1,100,0,0,0,0,0,0,10.800000000000011,59588.4,3910.0,30900.0
9298,M24157,M,298.1,308.9,1479,43.4,105,0,0,0,0,0,0,10.799999999999955,64188.6,4557.0,32434.499999999996
9299,L56478,L,298.1,308.9,1313,50.6,108,0,0,0,0,0,0,10.799999999999955,66437.8,5464.8,33361.2
9300,M24159,M,298.1,308.9,1335,50.4,110,0,0,0,0,0,0,10.799999999999955,67284.0,5544.0,33979.0
9301,L56480,L,298.1,308.9,1367,41.9,113,0,0,0,0,0,0,10.799999999999955,57277.299999999996,4734.7,34905.7
9302,M24161,M,298.1,308.9,1459,50.3,115,0,0,0,0,0,0,10.799999999999955,73387.7,5784.5,35523.5
9303,M24162,M,298.1,308.9,1804,25.1,118,0,0,0,0,0,0,10.799999999999955,45280.4,2961.8,36450.2
9304,L56483,L,298.2,309.0,1491,38.3,121,0,0,0,0,0,0,10.800000000000011,57105.299999999996,4634.299999999999,37389.0
9305,L56484,L,298.3,309.1,1537,43.0,123,0,0,0,0,0,0,10.800000000000011,66091.0,5289.0,38019.3
9306,H38719,H,298.3,309.1,1646,30.2,125,0,0,0,0,0,0,10.800000000000011,49709.2,3775.0,38637.5
9307,M24166,M,298.3,309.2,1783,28.3,130,0,0,0,0,0,0,10.899999999999977,50458.9,3679.0,40196.0
9308,L56487,L,298.3,309.1,1395,49.8,133,0,0,0,0,0,0,10.800000000000011,69471.0,6623.4,41110.3
9309,L56488,L,298.4,309.1,1423,48.0,135,0,0,0,0,0,0,10.700000000000045,68304.0,6480.0,41728.5
9310,L56489,L,298.3,309.2,1562,37.6,137,0,0,0,0,0,0,10.899999999999977,58731.200000000004,5151.2,42360.4
9311,L56490,L,298.4,309.3,1549,40.8,139,0,0,0,0,0,0,10.900000000000034,63199.2,5671.2,42992.700000000004
9312,L56491,L,298.4,309.4,1540,43.2,141,0,0,0,0,0,0,11.0,66528.0,6091.200000000001,43625.399999999994
9313,H38726,H,298.5,309.4,1573,33.6,143,0,0,0,0,0,0,10.899999999999977,52852.8,4804.8,44244.2
9314,L56493,L,298.5,309.4,1418,45.1,148,0,0,0,0,0,0,10.899999999999977,63951.8,6674.8,45791.2
9315,M24174,M,298.5,309.4,1565,33.7,150,0,0,0,0,0,0,10.899999999999977,52740.50000000001,5055.0,46410.0
9316,L56495,L,298.5,309.5,1569,41.0,153,0,0,0,0,0,0,11.0,64329.0,6273.0,47353.5
9317,H38730,H,298.5,309.4,1417,41.2,155,0,0,0,0,0,0,10.899999999999977,58380.4,6386.0,47957.0
9318,L56497,L,298.5,309.5,1480,38.1,160,0,0,0,0,0,0,11.0,56388.0,6096.0,49520.0
9319,L56498,L,298.5,309.4,1364,44.5,162,0,0,0,0,0,0,10.899999999999977,60698.0,7209.0,50122.799999999996
9320,L56499,L,298.5,309.4,1911,21.5,164,0,0,0,0,0,0,10.899999999999977,41086.5,3526.0,50741.6
9321,L56500,L,298.4,309.3,1409,43.1,166,0,0,0,0,0,0,10.900000000000034,60727.9,7154.6,51343.8
9322,L56501,L,298.4,309.2,1335,53.5,168,0,0,0,0,0,0,10.800000000000011,71422.5,8988.0,51945.6
9323,M24182,M,298.5,309.3,1512,38.1,170,0,0,0,0,0,0,10.800000000000011,57607.200000000004,6477.0,52581.0
9324,L56503,L,298.6,309.4,1447,40.2,173,0,0,0,0,0,0,10.799999999999955,58169.4,6954.6,53526.2
9325,L56504,L,298.6,309.3,1537,37.6,175,0,0,0,0,0,0,10.699999999999989,57791.200000000004,6580.0,54127.5
9326,M24185,M,298.6,309.3,1510,40.8,177,0,0,0,0,0,0,10.699999999999989,61607.99999999999,7221.599999999999,54746.1
9327,L56506,L,298.6,309.3,1677,31.2,180,0,0,0,0,0,0,10.699999999999989,52322.4,5616.0,55674.0
9328,L56507,L,298.5,309.2,1504,33.7,182,0,0,0,0,0,0,10.699999999999989,50684.8,6133.400000000001,56274.4
9329,H38742,H,298.5,309.1,2051,19.0,184,0,0,0,0,0,0,10.600000000000023,38969.0,3496.0,56874.4
9330,L56509,L,298.5,309.1,1474,41.3,189,0,0,0,0,0,0,10.600000000000023,60876.2,7805.7,58419.9
9331,M24190,M,298.4,309.0,1507,36.1,191,0,0,0,0,0,0,10.600000000000023,54402.700000000004,6895.1,59019.0
9332,L56511,L,298.4,308.9,1496,37.9,194,0,0,0,0,0,0,10.5,56698.4,7352.599999999999,59926.6
9333,M24192,M,298.5,309.0,1921,22.0,196,0,0,0,0,0,0,10.5,42262.0,4312.0,60564.0
9334,L56513,L,298.5,309.0,1450,40.5,199,0,0,0,0,0,0,10.5,58725.0,8059.5,61491.0
9335,L56514,L,298.4,308.9,1402,44.8,201,0,0,0,0,0,0,10.5,62809.6,9004.8,62088.899999999994
9336,L56515,L,298.4,308.9,1501,50.0,203,0,0,0,0,0,0,10.5,75050.0,10150.0,62706.7
9337,L56516,L,298.5,308.9,1725,31.9,205,0,0,0,0,0,0,10.399999999999977,55027.5,6539.5,63324.49999999999
9338,H38751,H,298.5,308.9,1500,40.3,207,0,0,0,0,0,0,10.399999999999977,60449.99999999999,8342.099999999999,63942.299999999996
9339,H38752,H,298.5,309.0,1531,30.8,212,0,0,0,0,0,0,10.5,47154.8,6529.6,65508.0
9340,L56519,L,298.5,309.0,1458,44.8,217,0,0,0,0,0,0,10.5,65318.399999999994,9721.599999999999,67053.0
9341,H38754,H,298.4,308.9,1577,37.1,0,0,0,0,0,0,0,10.5,58506.700000000004,0.0,0.0
9342,M24201,M,298.3,308.9,1363,46.1,5,0,0,0,0,0,0,10.599999999999966,62834.3,230.5,1544.5
9343,H38756,H,298.3,308.9,1706,31.8,8,0,0,0,0,0,0,10.599999999999966,54250.8,254.4,2471.2
9344,M24203,M,298.3,308.8,1391,50.4,13,0,0,0,0,0,0,10.5,70106.4,655.1999999999999,4014.4
9345,L56524,L,298.2,308.8,1616,33.7,16,0,0,0,0,0,0,10.600000000000023,54459.200000000004,539.2,4940.8
9346,L56525,L,298.2,308.8,1442,47.0,18,0,0,0,0,0,0,10.600000000000023,67774.0,846.0,5558.400000000001
9347,M24206,M,298.2,308.8,1626,40.4,20,0,0,0,0,0,0,10.600000000000023,65690.4,808.0,6176.0
9348,M24207,M,298.2,308.7,1426,42.6,23,0,0,0,0,0,0,10.5,60747.6,979.8000000000001,7100.099999999999
9349,L56528,L,298.2,308.7,1436,49.1,26,0,0,0,0,0,0,10.5,70507.6,1276.6000000000001,8026.2
9350,M24209,M,298.2,308.7,1599,36.2,28,0,0,0,0,0,0,10.5,57883.8,1013.6000000000001,8643.6
9351,L56530,L,298.2,308.7,2186,17.8,31,0,0,0,0,0,0,10.5,38910.8,551.8000000000001,9569.699999999999
9352,L56531,L,298.3,308.8,1645,30.4,33,0,0,0,0,0,0,10.5,50008.0,1003.1999999999999,10190.4
9353,L56532,L,298.2,308.7,1780,27.9,35,0,0,0,0,0,0,10.5,49662.0,976.5,10804.5
9354,L56533,L,298.2,308.8,1345,44.3,37,0,0,0,0,0,0,10.600000000000023,59583.49999999999,1639.1,11425.6
9355,M24214,M,298.2,308.8,1607,31.9,39,0,0,0,0,0,0,10.600000000000023,51263.299999999996,1244.1,12043.2
9356,L56535,L,298.3,308.9,1708,28.0,42,0,0,0,0,0,0,10.599999999999966,47824.0,1176.0,12973.8
9357,L56536,L,298.3,308.9,1270,52.7,44,0,0,0,0,0,0,10.599999999999966,66929.0,2318.8,13591.599999999999
9358,M24217,M,298.3,308.9,1646,25.4,46,0,0,0,0,0,0,10.599999999999966,41808.399999999994,1168.3999999999999,14209.4
9359,L56538,L,298.2,308.7,1407,45.1,49,0,0,0,0,0,0,10.5,63455.700000000004,2209.9,15126.3
9360,M24219,M,298.1,308.7,1581,47.4,51,0,0,0,0,0,0,10.599999999999966,74939.4,2417.4,15743.699999999999
9361,L56540,L,298.0,308.6,1532,42.6,54,0,0,0,0,0,0,10.600000000000023,65263.200000000004,2300.4,16664.4
9362,L56541,L,298.0,308.6,1610,33.1,56,0,0,0,0,0,0,10.600000000000023,53291.0,1853.6000000000001,17281.600000000002
9363,M24222,M,298.0,308.5,1682,33.0,58,0,0,0,0,0,0,10.5,55506.0,1914.0,17893.0
9364,L56543,L,297.9,308.5,1519,34.3,61,0,0,0,0,0,0,10.600000000000023,52101.7,2092.2999999999997,18818.5
9365,L56544,L,297.9,308.5,1683,28.5,63,0,0,0,0,0,0,10.600000000000023,47965.5,1795.5,19435.5
9366,M24225,M,298.0,308.6,1254,55.8,65,0,0,0,0,0,0,10.600000000000023,69973.2,3627.0,20059.0
9367,L56546,L,298.0,308.5,1461,48.0,68,0,0,0,0,0,0,10.5,70128.0,3264.0,20978.0
